"SYSTEM","PARENTID","DEPARTMENT","DESCRIPTION","SYNTURF_Location","System_Type","Turf_Type","Infill_Material","JOP","Maint_By","Maint_By_Spec","Construction_Entity","Construction_Entity_Spec","Contract_Type","Contract_Number","Commission_Date","RETIRED","Borough","Shape","FeatureStatus"
"B106A-SYNTURF-0023","B106A","B-13","Scarangella Park","Stillwell Avenue and Avenue U","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","B106-110M","11/01/2010","False","B","MULTIPOLYGON (((-73.98455029577276 40.5947031309055, -73.98411524111987 40.594751582751364, -73.9840746927737 40.594769828033655, -73.98406603803829 40.59480510931498, -73.98420550452552 40.59554629117681, -73.98423250731754 40.595579990642456, -73.98428342604724 40.59558725492988, -73.98469671116301 40.59554363536033, -73.98474498787891 40.595527243261195, -73.98476668022433 40.59549050751509, -73.98462232293092 40.59473821592768, -73.98459723925873 40.594707634417865, -73.98455029577276 40.5947031309055)))","Active"
"B087-SYNTURF-0019","B087","B-07","Sunset Park","6th Avenue and 44th Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","B087-109M","12/21/2012","False","B","MULTIPOLYGON (((-74.0034960364558 40.64726803096926, -74.00306774073576 40.64767939070694, -74.00306170141619 40.647701066330285, -74.00307827913497 40.647719274356696, -74.00346693234236 40.64795281437434, -74.00349154677322 40.64795771514769, -74.00351456205301 40.64794945489808, -74.00393429876868 40.64754807243934, -74.00394354860711 40.64752177430206, -74.003930829256 40.64749633150832, -74.00354743853816 40.64726845984269, -74.00352185352575 40.647260176765805, -74.0034960364558 40.64726803096926)))","Active"
"B082-SYNTURF-0018","B082","B-10","Shore Road - Soccer and Softball","Shore Road and 99th Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B082A-1907M","05/01/2009","False","B","MULTIPOLYGON (((-74.03852353173394 40.613756005495034, -74.03854290056896 40.61371879036989, -74.03838886526728 40.613492823719056, -74.03824089692036 40.61333554118965, -74.03817205418353 40.613258420926705, -74.03791028960184 40.61307091098633, -74.03783815910359 40.61306499761687, -74.03765906926856 40.61317227518297, -74.03759765456732 40.61320698876593, -74.03760625158337 40.61322011555222, -74.0377718941293 40.61348036318387, -74.03771846334193 40.61350164383412, -74.03769138876646 40.61346216666414, -74.03757881197792 40.61350587699747, -74.03789581655683 40.613993269130766, -74.03852353173394 40.613756005495034)))","Active"
"B068-SYNTURF-0016","B068","B-14","Parade Ground Dennis Trott Field 04","Parkside Avenue and  Parade Place","Field Group","Non-Infill","Not Applicable","false","DPR","NULL","DPR","NULL","Capital","B068-102M","06/23/2010","False","B","MULTIPOLYGON (((-73.966496680497 40.651901058024876, -73.96676132539442 40.65229037624061, -73.96702023474512 40.65267125253654, -73.96769630795556 40.65240913451925, -73.96744498325917 40.65202531718995, -73.96718879024613 40.65163405963128, -73.966496680497 40.651901058024876)))","Active"
"B068-SYNTURF-0015","B068","B-14","Parade Ground Soccer-10 and 11","Caton Avenue and Marlborough Road","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B068-199","06/22/2001","False","B","MULTIPOLYGON (((-73.96698720114165 40.65011760702733, -73.96532434548715 40.65077266745538, -73.96530680062621 40.65082507948753, -73.96587071765552 40.65165935701184, -73.96757735213625 40.65099487267708, -73.96698720114165 40.65011760702733)))","Active"
"B061-SYNTURF-0013","B061","B-02","McLaughlin Park","Tillary Street and Flatbush Avenue Ext","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B061-105M","01/30/2007","False","B","MULTIPOLYGON (((-73.98517919983632 40.69624442773868, -73.98514407417473 40.696723656152884, -73.98576251728693 40.69673952750715, -73.98581499899119 40.69669908386764, -73.98583208519848 40.69626934069449, -73.98517919983632 40.69624442773868)))","Active"
"B058-SYNTURF-0011","B058","B-01","McCarren Park","Bayard Street and Lorimer Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B058-103M","09/28/2005","False","B","MULTIPOLYGON (((-73.95174117858429 40.72037032007472, -73.95160772608858 40.719564069098276, -73.95155884927406 40.719448923753966, -73.95145574643827 40.71935679598301, -73.95131413457766 40.71930172943697, -73.95115560262207 40.7192921195849, -73.9510043174746 40.7193294318684, -73.95088334235223 40.71940797682951, -73.95081111997854 40.719515781159025, -73.95079866150488 40.71963641084513, -73.95093098353253 40.72045870485604, -73.95098925287131 40.720567467134146, -73.95109626588219 40.72065211643352, -73.95123684484564 40.72070064419746, -73.95139104530683 40.720706166492924, -73.95153699254176 40.720667900521846, -73.95165398503342 40.72059127400165, -73.95172542455815 40.720487157319006, -73.95174117858429 40.72037032007472)))","Removed"
"B055-SYNTURF-0010","B055","B-01","Sternberg Park","Montrose Avenue and Leonard Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B055-104M","12/14/2005","False","B","MULTIPOLYGON (((-73.94798249533677 40.706771851330814, -73.94787063447349 40.706148408138034, -73.94783102232583 40.70612158106314, -73.9465169896674 40.70624152949892, -73.9466172470536 40.70685484147286, -73.9466815515604 40.70689095386996, -73.94798249533677 40.706771851330814)))","Removed"
"B052-SYNTURF-0009","B052","B-10","Leif Ericson Park Volleyball-01","67th Street and 8th Avenue","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B052-106M","09/03/2008","False","B","MULTIPOLYGON (((-74.01322280844381 40.631608490788274, -74.01329925755404 40.63153450070337, -74.01309470208092 40.631411938281, -74.01301778383852 40.63148699990198, -74.01322280844381 40.631608490788274)))","Removed"
"B050-SYNTURF-0008","B050","B-06","Van Voorhees","Atlantic Avenue and Columbia Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B050-102M","02/18/2004","False","B","MULTIPOLYGON (((-73.9995149238033 40.69121149460097, -73.99956520573049 40.69111053107459, -73.99980995607045 40.690601820164886, -73.99977849777248 40.69054606753772, -73.99903648514987 40.690350241724, -73.99903213345368 40.690381558834545, -73.9990636820357 40.69061356190588, -73.99915782282045 40.69083552381499, -73.9993104536456 40.69103777287374, -73.9995149238033 40.69121149460097)))","Active"
"B047-SYNTURF-0007","Q020","Q-05A","Highland Park","Jamaica Avenue and Ashford Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","Q020-106M","05/19/2009","False","B","MULTIPOLYGON (((-73.88858785386357 40.68327719528923, -73.88836455422337 40.68298868177945, -73.88713825275039 40.683570035701905, -73.88736937695282 40.68385617557067, -73.88858785386357 40.68327719528923)))","Active"
"Q099-SYNTURF-0018","Q099","Q-15","Flushing Meadows Corona Park","Path of Commerce","Field Group","Unknown","Unknown","false","DPR","NULL","DPR","NULL","Capital","Q099-601M","11/20/2003","False","Q","MULTIPOLYGON (((-73.83906946621258 40.74951140584716, -73.83980093147947 40.75028575701897, -73.84052525295765 40.74988995712276, -73.83979668845862 40.74910811421927, -73.83906946621258 40.74951140584716)))","Removed"
"Q099-SYNTURF-0017","Q099","Q-15","Flushing Meadows Corona Park","Path of Research","Field Group","Unknown","Unknown","false","DPR","NULL","DPR","NULL","Capital","Q099-101M","04/26/2002","False","Q","MULTIPOLYGON (((-73.83600336630893 40.74893353796027, -73.83649484100778 40.74978792870114, -73.83717103123807 40.749562243231246, -73.83668098788515 40.74870846432967, -73.83600336630893 40.74893353796027)))","Removed"
"Q099-SYNTURF-0016","Q099","Q-15","Flushing Meadows Corona Park","Fountain of the Fairs PR North","Field Group","Unknown","Unknown","false","DPR","NULL","DPR","NULL","Capital","Q099-601M","11/20/2003","False","Q","MULTIPOLYGON (((-73.84014539398026 40.74864516595777, -73.84048554330947 40.74908913572487, -73.84154483543907 40.74861972693244, -73.84119984561941 40.7481733051163, -73.84014539398026 40.74864516595777)))","Removed"
"Q099-SYNTURF-0015","Q099","Q-15","Flushing Meadows Corona Park","Fountain of the Fairs PR South","Field Group","Unknown","Unknown","false","DPR","NULL","DPR","NULL","Capital","Q099-101M","04/26/2002","False","Q","MULTIPOLYGON (((-73.83940090391773 40.7472975506601, -73.83963317310072 40.74773948331045, -73.84066925019178 40.7474286467092, -73.84044154641353 40.74698047113572, -73.83940090391773 40.7472975506601)))","Removed"
"X201-SYNTURF-0027","X201","X-08","Seton Park","Independence Ave and W 232nd Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","X201-116M",,"False","X","MULTIPOLYGON (((-73.91664942894012 40.88604887280848, -73.91629821164479 40.88573888828411, -73.91539852612908 40.88632599774743, -73.9154717513319 40.88637680640141, -73.91637890765381 40.8864751519199, -73.91643232592466 40.886437069424886, -73.91644819027533 40.88630365856935, -73.91664942894012 40.88604887280848)))","Pending"
"X004-SYNTURF-0002","X004","X-09","Bronx River Parkway","Morrison Avenue and Harrod Place","Field Group","Unknown","Unknown","false","DPR","NULL","DPR","NULL","Capital","X004-114M",,"False","X","MULTIPOLYGON (((-73.87353073719305 40.828548777448205, -73.87347329754475 40.82856415884729, -73.87342560806087 40.82859293408987, -73.87339289093897 40.82863195538461, -73.87337872625311 40.828676949319444, -73.87345543836987 40.82901148579252, -73.8734913489547 40.82904565578531, -73.87353948879391 40.82907012913109, -73.87359512060011 40.82908239274139, -73.8736530290864 40.82908129636154, -73.87370778674116 40.82906694390498, -73.8737542624555 40.829040679602386, -73.87378809834449 40.829004965152436, -73.87380612274733 40.82896314964152, -73.87373090542634 40.82863027915401, -73.87369752035512 40.82859158610694, -73.87364934065133 40.828563285673575, -73.87359164065991 40.82854847591992, -73.87353073719305 40.828548777448205)))","Pending"
"B298-SYNTURF-0058","B298","B-03","Stockton Playground","Park Avenue and Marcy Avenue","Play Area","Non-Infill","Not Applicable","true","DPR","NULL","DPR","NULL","Capital","B298-116MA","04/24/2018","False","B","MULTIPOLYGON (((-73.94877712033315 40.69749979149151, -73.94880244443526 40.697477363788224, -73.94881190698766 40.69744868217038, -73.94878594411071 40.69731076252771, -73.94876658968018 40.69728324055377, -73.94873222344626 40.69726620286172, -73.94870447714183 40.69726289372237, -73.94851964712505 40.697283043913274, -73.94847789152374 40.69730192338502, -73.94845842622689 40.697346046088136, -73.94848447915392 40.69748447103219, -73.94851606499462 40.69751834533728, -73.94856884884507 40.697528902231696, -73.94875412444014 40.69750870173184, -73.9487547764228 40.69750863088164, -73.94875810895053 40.69750770303649, -73.94877712033315 40.69749979149151)))","Active"
"B118A-SYNTURF-0028","B118A","B-06","St. Mary's Park","Nelson Street and Smith Street","Play Area","Non-Infill","Not Applicable","false","DPR","NULL","DPR","NULL","Capital","B118-116M","07/29/2019","False","B","MULTIPOLYGON (((-73.99737389899246 40.67620692606969, -73.99729219366338 40.6761836764868, -73.99728788832569 40.67618285421541, -73.99728346468638 40.676182580354585, -73.99727904220725 40.67618286121066, -73.99727473916795 40.6761836904829, -73.99727067384859 40.67618504566128, -73.99726695388499 40.67618688982722, -73.99726368218225 40.67618917255436, -73.99726094508682 40.67619183351035, -73.99725881830061 40.67619479885479, -73.99722895021256 40.676255641418784, -73.99735749853032 40.67629222155108, -73.99738607598483 40.676234011129296, -73.99738692529948 40.676232282160285, -73.99738802189104 40.67622869543492, -73.99738829644346 40.67622501953991, -73.9973877418559 40.67622136073586, -73.9973863723178 40.676217828885896, -73.99738423040579 40.676214527550115, -73.99738137880429 40.67621155308502, -73.99737790030554 40.67620899464336, -73.99737389899246 40.67620692606969)))","Active"
"B141-SYNTURF-0034","B141","B-05","City Line Park","Fountain Avenue and S Conduit Avenue","Play Area","Infill","Uncoated Sand","true","DPR","NULL","DPR","NULL","Capital","B141-116M","07/08/2019","False","B","MULTIPOLYGON (((-73.87478213135539 40.67951123254017, -73.87479393496542 40.679489232288184, -73.8747780048109 40.67946879486703, -73.87450046874062 40.679269305700444, -73.87446576724184 40.6792549712639, -73.87443036669575 40.67926827647209, -73.87429746470022 40.67937773127687, -73.87427975294588 40.67940519385272, -73.87430111965128 40.67943110611209, -73.8745799126355 40.679627737989485, -73.87461087399818 40.679637125386414, -73.87464045791239 40.67962544371875, -73.87478213135539 40.67951123254017)))","Active"
"B111-SYNTURF-0026","B111","B-06","J.J. Byrne Playground","5th Avenue and 3rd Street","Play Area","Non-Infill","Not Applicable","false","DPR","NULL","DPR","NULL","Capital","B111-117M","03/29/2019","False","B","MULTIPOLYGON (((-73.98435706343851 40.673036503276734, -73.98443251653747 40.67292881370352, -73.98452609635626 40.67282971473179, -73.98447755233185 40.6728087748176, -73.98442282677556 40.67280050699568, -73.98436745938993 40.67280574858867, -73.98431705879416 40.67282396815582, -73.98426940129688 40.67287574847397, -73.98426037993187 40.672938603196215, -73.98429222319272 40.67299699784928, -73.98435706343851 40.673036503276734)))","Active"
"B103-SYNTURF-0022","B103","B-05","Cypress Hills Playground","Euclid Avenue and Blake Avenue","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","B103-116M","10/01/2019","False","B","MULTIPOLYGON (((-73.87243354581959 40.67093611490274, -73.8724761915605 40.67089041595417, -73.87238676162904 40.670528158848434, -73.87243434421089 40.67051868055418, -73.87222807695477 40.66972932825694, -73.8721955587565 40.66971594918488, -73.87108875005868 40.669886262671824, -73.87138184019226 40.671081713686654, -73.87243354581959 40.67093611490274)))","Active"
"M196-SYNTURF-0036","M196","M-03","Playground One","Oliver Street and Madison Street","Unknown","Unknown","Unknown","false","DPR","NULL","DPR","NULL","Capital","M196-118M",,"False","M","MULTIPOLYGON (((-73.99775238914606 40.71233842240633, -73.99772489252636 40.712150074660485, -73.99752443263661 40.71216701903539, -73.99755192751343 40.71235536682866, -73.99775238914606 40.71233842240633)))","Removed"
"X299-SYNTURF-0033","X299","X-03","Little Claremont Park","Claremont Parkway and Park Avenue","Play Area","Infill","Unknown","false","DPR","NULL","Unknown","NULL","Unknown","NULL",,"False","X","MULTIPOLYGON (((-73.90402826918206 40.83864135333129, -73.90376166518656 40.838552525280214, -73.90368870519279 40.83867883160154, -73.90395530959704 40.838767659819375, -73.90402826918206 40.83864135333129)))","Removed"
"X126-SYNTURF-0016","X126","X-10","Ferry Point Park","Schley Avenue and Brush Avenue","Field Group","Non-Infill","Not Applicable","false","DPR","NULL","DPR","NULL","Capital","X126-107M","12/16/2009","False","X","MULTIPOLYGON (((-73.8389112077653 40.81496465561457, -73.83826269239579 40.814705699950885, -73.83772435460982 40.81547788192741, -73.83835382048 40.815740431175655, -73.8389112077653 40.81496465561457)))","Removed"
"M038-SYNTURF-0010","M038","M-02","James J Walker Park","Clarkson Street and Hudson Street","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","M038-100M","10/17/2000","False","M","MULTIPOLYGON (((-74.00611952741093 40.729517494374065, -74.00607694054577 40.72977050170864, -74.00632962985401 40.73003128256481, -74.00645683303718 40.730077793970075, -74.00670774476924 40.73010476876711, -74.00678800658017 40.7296391381257, -74.00672526290936 40.72957501209109, -74.00611952741093 40.729517494374065)))","Removed"
"B028-SYNTURF-0003","B028","B-10","Dyker Beach Park","14th Avenue & Benson Avenue","Field Group","Infill","Rubber Crumb","false","DPR","NULL","DPR","NULL","Capital","B028-101M","10/03/2003","False","B","MULTIPOLYGON (((-74.01494533801295 40.61172891403482, -74.01565335850815 40.611917313296004, -74.01609422771719 40.61095911940354, -74.0153826098506 40.61077098897623, -74.01494533801295 40.61172891403482)))","Removed"
